clip_identifier	TranscriptId	transcript	start_timestamp_ms	end_timestamp_ms	speaker_id	match_id	round
a73b4r3y_r00_s1_p005	transid-2e36cc1286cdf89c-001669192164428	"Ooh, sorry."	2750	3515	Speaker0	a73b4r3y	r00
a73b4r3y_r00_s1_p005	transid-c44a411ebdd96058-001669192165040	Um and then	4235	5705	Speaker0	a73b4r3y	r00
a73b4r3y_r00_s1_p005	transid-d3f808be40f1c279-001669192165553	"there's a black bird facing to the right. He's right in the middle of the picture. He's standing on like a blade of grass,"	7015	15929	Speaker0	a73b4r3y	r00
a73b4r3y_r00_s1_p005	transid-ee1d0f2029bd6930-001669192165901	and there's just nothing but grass in the background.	17054	19234	Speaker0	a73b4r3y	r00
a73b4r3y_r00_s1_p005	transid-67b606abb4a75746-001669192166718	"Oh shoot, there"	19274	20000	Speaker1	a73b4r3y	r00
a73b4r3y_r00_s1_p006	transid-a79fe8910e9faee1-001669032956498		0	1975	Speaker1	a73b4r3y	r00
a73b4r3y_r00_s1_p006	transid-f28b0b6cf65885ec-001669032957340		1210	2385	Speaker0	a73b4r3y	r00
a73b4r3y_r00_s1_p006	transid-088af3e0dfe5b3a6-001669032957568	"Okay, it's a yellow and black bird."	3410	6552	Speaker0	a73b4r3y	r00
a73b4r3y_r00_s1_p006	transid-b01644ed63f380fd-001669032957796	He's standing on a branch that's like	7072	10083	Speaker0	a73b4r3y	r00
a73b4r3y_r00_s1_p006	transid-c7d27acf02ae259f-001669032957905	kind of diagonally coming up from the bottom to the top right.	10592	15102	Speaker0	a73b4r3y	r00
a73b4r3y_r00_s1_p006	transid-7045ce0495d874c8-001669032958016	And he's facing to the left.	15732	17697	Speaker0	a73b4r3y	r00
a73b4r3y_r00_s1_p006	transid-673c023b4396371d-001669032958119	And there's just like leaves and branches	18053	20112	Speaker0	a73b4r3y	r00
a73b4r3y_r00_s1_p006	transid-d9d2a827bb9b3625-001669032958436	Is he sort of faraway?	20023	21487	Speaker1	a73b4r3y	r00
a73b4r3y_r00_s1_p006	transid-92012bf4ae0b2396-001669032958646		20132	20912	Speaker0	a73b4r3y	r00
a73b4r3y_r00_s1_p006	transid-b231b87f71749e24-001669032958744	"Um,"	22532	23296	Speaker0	a73b4r3y	r00
a73b4r3y_r00_s1_p006	transid-1a6e76a06f324d18-001669032958946	"kind of, not really faraway."	23837	25832	Speaker0	a73b4r3y	r00
a73b4r3y_r00_s1_p006	transid-eefe221959a0d7f0-001669032959240	Sort of.	26857	27472	Speaker0	a73b4r3y	r00
a73b4r3y_r00_s1_p006	transid-d0c78b3e46ee5a98-001669032959524	"Um, is the background blurred leaves at all? Or just leaves. Okay."	28897	33815	Speaker1	a73b4r3y	r00
a73b4r3y_r00_s1_p006	transid-dba9a40cf300b9b4-001669032959711	"Yeah, yes, yes."	32962	34466	Speaker0	a73b4r3y	r00
a73b4r3y_r00_s1_p006	transid-b42d55691a6b364e-001669032959984	"Okay, got it."	36941	37666	Speaker1	a73b4r3y	r00
a73b4r3y_r00_s1_p007	transid-4597efab67b3f07d-001669020883915	"All right. There's a a duck or, I don't know, something, some kind of"	1306	6767	Speaker0	a73b4r3y	r00
a73b4r3y_r00_s1_p007	transid-578270b72cb08732-001669020884588	swimming bird. Um.	7280	9228	Speaker0	a73b4r3y	r00
a73b4r3y_r00_s1_p007	transid-4b9b83a324c5caaf-001669020884800	"He's Uh, got like a fish in its mouth or something, and"	10055	15497	Speaker0	a73b4r3y	r00
a73b4r3y_r00_s1_p007	transid-697c2b726a28d861-001669020885129	he's uh facing to the right	16200	18983	Speaker0	a73b4r3y	r00
a73b4r3y_r00_s1_p007	transid-48f0280a92d7ecfe-001669020885791	and the water is like swirling	19360	21000	Speaker0	a73b4r3y	r00
a73b4r3y_r00_s1_p008	transid-8dde7177b87bc6da-001669745581715		0	269	Speaker0	a73b4r3y	r00
a73b4r3y_r00_s1_p008	transid-f827000ee86c3d3c-001669745582622	kind of. Okay.	290	1290	Speaker0	a73b4r3y	r00
a73b4r3y_r00_s1_p008	transid-91f8b999d92d085c-001669745583652	"This, uh, you're looking at like the "	3085	6460	Speaker0	a73b4r3y	r00
a73b4r3y_r00_s1_p008	transid-0d48661e18e25fe8-001669745585080		6489	8730	Speaker0	a73b4r3y	r00
a73b4r3y_r00_s1_p008	transid-c312a62793870f05-001669745586333	Got it.	9560	10205	Speaker1	a73b4r3y	r00
a73b4r3y_r00_s1_p009	transid-77b028ceedea09ab-001669742497544	"Okay, uh, this is uh, a black, all black dog "	1225	5678	Speaker0	a73b4r3y	r00
a73b4r3y_r00_s1_p009	transid-0791337ddc2bb61f-001669742498003	"sitting in, like, some tall grass. And"	6220	9120	Speaker0	a73b4r3y	r00
a73b4r3y_r00_s1_p009	transid-05b42957427aabf3-001669742498854	"he's looking, kind of, back at the camera with his tongue"	9620	13000	Speaker0	a73b4r3y	r00
a73b4r3y_r00_s1_p010	transid-0bee67b55dbc22ec-001669656536945	hanging out. Okay.	0	1345	Speaker0	a73b4r3y	r00
a73b4r3y_r00_s1_p010	transid-8d8ae67d5c0d998c-001669656538841	"This is four macaroons, like up-close. It's like an orange, a green, purple, red."	2079	9335	Speaker0	a73b4r3y	r00
a73b4r3y_r00_s1_p010	transid-ed6bfb8693b21a10-001669656540285	Um.	10530	11220	Speaker0	a73b4r3y	r00
a73b4r3y_r00_s1_p011	transid-e4dcf78173b136c9-001669478378583	They're sitting. Okay.	0	1045	Speaker1	a73b4r3y	r00
a73b4r3y_r00_s1_p011	transid-2586282111d6f146-001669478380056	Uh this is like	1616	2755	Speaker1	a73b4r3y	r00
a73b4r3y_r00_s1_p011	transid-ec31621188a323dd-001669478380639	"Ooh, I don't know what it is. It's an ugly "	3602	5805	Speaker1	a73b4r3y	r00
a73b4r3y_r00_s1_p011	transid-02e0465471669915-001669478381182	"bird, but all you see is its face."	6700	9490	Speaker1	a73b4r3y	r00
a73b4r3y_r00_s1_p011	transid-a699e2fb64ddf57b-001669478381700	"um it looks like there's a nest behind him with, like, eggs in it or something."	10220	15125	Speaker1	a73b4r3y	r00
a73b4r3y_r00_s1_p011	transid-bf617aab0a1f16de-001669478382218	Is his eye closed?	14825	16165	Speaker0	a73b4r3y	r00
a73b4r3y_r00_s1_p011	transid-e143d5a74e1d3c0e-001669478383402	"uh No, it looks like it's open."	16760	19215	Speaker1	a73b4r3y	r00
a73b4r3y_r00_s1_p011	transid-b4d3c1d4f083669d-001669478383944		21863	23393	Speaker1	a73b4r3y	r00
a73b4r3y_r00_s1_p011	transid-a5e6c8455b43eba8-001669478384706	I got it.	22513	23513	Speaker0	a73b4r3y	r00
a73b4r3y_r00_s1_p011	transid-f3e9c31f101fed72-001669478385412	Okay.	23413	23968	Speaker1	a73b4r3y	r00
a73b4r3y_r00_s1_p012	transid-6deec1d6f3b88493-001669628831366	uh This is	1315	2830	Speaker0	a73b4r3y	r00
a73b4r3y_r00_s1_p012	transid-b614cb09e6dd2033-001669628831700	I have no idea what it is.	4540	6145	Speaker0	a73b4r3y	r00
a73b4r3y_r00_s1_p012	transid-9a9be834c825c5a7-001669628832082	It's like	7050	7665	Speaker0	a73b4r3y	r00
a73b4r3y_r00_s1_p012	transid-94de59010121837b-001669628832274	"some sort of something in, like,"	7945	10430	Speaker0	a73b4r3y	r00
a73b4r3y_r00_s1_p012	transid-58bfdbb5421c4ca3-001669628832401	some green 	10960	12190	Speaker0	a73b4r3y	r00
a73b4r3y_r00_s1_p012	transid-f1b3bdde77895d95-001669628832458	"like wrapped in, like, green seaweed or something maybe and a little bowl next to it. There's two of them and then a bowl next to it and then there's They are on a"	12720	21915	Speaker0	a73b4r3y	r00
a73b4r3y_r00_s1_p012	transid-393dce081b0cdfc3-001669628832581	"like a wooden plate,"	22320	23455	Speaker0	a73b4r3y	r00
a73b4r3y_r00_s1_p012	transid-1d551e6559d0a3df-001669628832644	and there's a fork 	23785	24985	Speaker0	a73b4r3y	r00
a73b4r3y_r00_s1_p013	transid-5f94cc42d3566b1c-001669300277203	"and this is a puppy dog, really up close. "	1120	5639	Speaker0	a73b4r3y	r00
a73b4r3y_r00_s1_p013	transid-48fbca991e3ce219-001669300277416	um 	6090	6695	Speaker0	a73b4r3y	r00
a73b4r3y_r00_s1_p013	transid-9b5bbc832f258ef9-001669300277625	He's got like a blue 	8157	9995	Speaker0	a73b4r3y	r00
a73b4r3y_r00_s1_p013	transid-34096a8929a2fc23-001669300277829	uh 	10472	11336	Speaker0	a73b4r3y	r00
a73b4r3y_r00_s1_p013	transid-b85e4b90161858d0-001669300277931	"nametag or whatever, it's blurry"	12682	15000	Speaker0	a73b4r3y	r00
a73b4r3y_r02_s1_p000	transid-b548e9c1e03ee8aa-001669292041554	Yay!	1635	2189	Speaker0	a73b4r3y	r02
a73b4r3y_r02_s1_p000	transid-30057564366a771d-001669292042538	Okay. This was a	4060	7090	Speaker0	a73b4r3y	r02
a73b4r3y_r02_s1_p000	transid-1dc821b21678ae01-001669292043150	"a play that, like, we all did as a kid in school probably. "	8025	13487	Speaker0	a73b4r3y	r02
a73b4r3y_r02_s1_p000	transid-3d2ebf5eb2bc7ad9-001669292044422	Um.	14085	14717	Speaker0	a73b4r3y	r02
a73b4r3y_r02_s1_p000	transid-e94020a85a7e2257-001669292044996		15460	18209	Speaker0	a73b4r3y	r02
a73b4r3y_r02_s1_p000	transid-3bdf7f5e4c898b02-001669292045519	At Christmas time?	19160	20160	Speaker1	a73b4r3y	r02
a73b4r3y_r02_s1_p000	transid-6af0d48e88069f30-001669292046152	"No, it was No,"	20890	23372	Speaker0	a73b4r3y	r02
a73b4r3y_r02_s1_p000	transid-12cbfb755f711f5d-001669292046582	um it was like a famous book	23905	26637	Speaker0	a73b4r3y	r02
a73b4r3y_r02_s1_p000	transid-b16e0ab71580e891-001669292047267	um	27396	28032	Speaker0	a73b4r3y	r02
a73b4r3y_r02_s1_p000	transid-609d43a43e39cf7c-001669292047560	"by a famous, like,"	28895	30752	Speaker0	a73b4r3y	r02
a73b4r3y_r02_s1_p000	transid-3ea6e510a1b267d8-001669292048173	 poet or writer.	31193	32689	Speaker0	a73b4r3y	r02
a73b4r3y_r02_s1_p000	transid-6cbcbb345489f736-001669292048670	"Oh, oh, Romeo and Juliet."	32805	34725	Speaker1	a73b4r3y	r02
a73b4r3y_r02_s1_p000	transid-30057564366a7cd9-001669292049150	Yeah.	34960	36425	Speaker0	a73b4r3y	r02
a73b4r3y_r02_s1_p002	transid-dfdc302a394939a6-001669225774610	Okay. This is a 	1615	3435	Speaker1	a73b4r3y	r02
a73b4r3y_r02_s1_p002	transid-426f7335d314a369-001669225775070	"famous, um, superhero."	4240	6875	Speaker1	a73b4r3y	r02
a73b4r3y_r02_s1_p002	transid-2d77b8fda113213f-001669225775345	And like the most famous one.	8535	11280	Speaker1	a73b4r3y	r02
a73b4r3y_r02_s1_p002	transid-07f03de1fe239ca7-001669225776013		11280	11790	Speaker1	a73b4r3y	r02
a73b4r3y_r02_s1_p002	transid-4aa147b0ef36897f-001669225776286	Superman? Badman. Oh superman.	11845	14335	Speaker0	a73b4r3y	r02
a73b4r3y_r02_s1_p002	transid-6e82b0b31a7de110-001669225776671	Yeah. Yeah.	13010	13920	Speaker1	a73b4r3y	r02
a73b4r3y_r02_s1_p003	transid-f62b52ecb8a94b98-001669208201115	Okay. Um this is like	780	2935	Speaker1	a73b4r3y	r02
a73b4r3y_r02_s1_p003	transid-a2eb5605fbccc2f3-001669208201202	"It would encompass, like karate uh or like uh taekwondo or"	4640	11910	Speaker1	a73b4r3y	r02
a73b4r3y_r02_s1_p003	transid-75962bc48baeb721-001669208201386	um	12990	13701	Speaker1	a73b4r3y	r02
a73b4r3y_r02_s1_p003	transid-7d34bdc450dcab5e-001669208201656	It's with	14490	15084	Speaker0	a73b4r3y	r02
a73b4r3y_r02_s1_p003	transid-1b1b2ac53701a00c-001669208202005	any of those.	14665	15435	Speaker1	a73b4r3y	r02
a73b4r3y_r02_s1_p003	transid-395acbcfed27d633-001669208202182	it's with another one of those? like	15665	17290	Speaker0	a73b4r3y	r02
a73b4r3y_r02_s1_p003	transid-aeb91c299bba9d82-001669208202262	"It like no, it like encompasses all of them."	17720	20105	Speaker1	a73b4r3y	r02
a73b4r3y_r02_s1_p003	transid-620f08cb85297439-001669208202346	Oh. Oh shoot.	20195	21855	Speaker0	a73b4r3y	r02
a73b4r3y_r02_s1_p003	transid-20b379e8f44d32e8-001669208202512	All right.	20575	20995	Speaker1	a73b4r3y	r02
a73b4r3y_r02_s1_p003	transid-8ef70947dfc2263c-001669208202595	What? 	22814	23280	Speaker0	a73b4r3y	r02
a73b4r3y_r02_s1_p003	transid-7e820f22e4e94232-001669208202833	"Uh, um, okay."	23370	25220	Speaker1	a73b4r3y	r02
a73b4r3y_r02_s1_p003	transid-bbbf410c28493c60-001669208203075	Uh martial arts?	25030	26505	Speaker0	a73b4r3y	r02
a73b4r3y_r02_s1_p003	transid-bd761df2deb2fe01-001669208203230	Yes. Okay.	26900	27970	Speaker1	a73b4r3y	r02
a73b4r3y_r02_s1_p003	transid-988a0a02705acc49-001669208203305	Okay.	27215	27790	Speaker0	a73b4r3y	r02
a73b4r3y_r02_s1_p004	transid-1a37e7c6f95aa9f5-001669130646307	I'd say this is a 	1755	4390	Speaker1	a73b4r3y	r02
a73b4r3y_r02_s1_p004	transid-675405b573dc3a43-001669130647238	"So, it's like a"	5602	6968	Speaker1	a73b4r3y	r02
a73b4r3y_r02_s1_p004	transid-e5b16b6a3361a1b7-001669130648973	a job or a career that you could have um	8382	11505	Speaker1	a73b4r3y	r02
a73b4r3y_r02_s1_p004	transid-e5b16b6a3361a4ef-001669130649491	dealing with um	13678	15574	Speaker1	a73b4r3y	r02
a73b4r3y_r02_s1_p004	transid-e5b16b6a3361ab59-001669130649992		16402	17114	Speaker1	a73b4r3y	r02
a73b4r3y_r02_s1_p004	transid-dc909dd5ae8276a5-001669130650362	they say.	18402	19245	Speaker1	a73b4r3y	r02
a73b4r3y_r02_s1_p004	transid-330beb1fa20ed913-001669130650789	Um.	20702	21220	Speaker1	a73b4r3y	r02
a73b4r3y_r02_s1_p004	transid-e5b16b6a3361ae94-001669130651334	Like the thing that we're using right now to do this. Um.	21843	25596	Speaker1	a73b4r3y	r02
a73b4r3y_r02_s1_p004	transid-46e0fa8463e39cff-001669130651920	A	25987	26405	Speaker0	a73b4r3y	r02
a73b4r3y_r02_s1_p004	transid-644f5338780c7a6b-001669130652540	computer?	26662	27556	Speaker0	a73b4r3y	r02
a73b4r3y_r02_s1_p004	transid-a6b25b9527a6a12a-001669130653849	"Yeah, that's the first word."	27732	29605	Speaker1	a73b4r3y	r02
a73b4r3y_r02_s1_p004	transid-faec767367ded7e2-001669130654549	Then the second word is like	30057	31540	Speaker1	a73b4r3y	r02
a73b4r3y_r02_s1_p004	transid-88760365bddabc0a-001669130655173	"Is it a job? Uh, a computer tic?"	30877	33995	Speaker0	a73b4r3y	r02
a73b4r3y_r02_s1_p004	transid-a955d68f37515a17-001669130655795	"Uh, no."	34862	35900	Speaker1	a73b4r3y	r02
a73b4r3y_r02_s1_p004	transid-0664adfdb1d1150f-001669130656419	"Um, it's more like"	36377	38190	Speaker1	a73b4r3y	r02
a73b4r3y_r02_s1_p004	transid-27c9e754e63ba443-001669130657747	Uh.	40112	40592	Speaker1	a73b4r3y	r02
a73b4r3y_r02_s1_p004	transid-4b945dbab84201ca-001669130659783	Been there like	41472	42371	Speaker1	a73b4r3y	r02
a73b4r3y_r02_s1_p004	transid-24727208ba7e315e-001669130660659	making apps or	44487	46520	Speaker1	a73b4r3y	r02
a73b4r3y_r02_s1_p004	transid-fd11831b52636e77-001669130661786	"Oh, a "	46921	48180	Speaker0	a73b4r3y	r02
a73b4r3y_r02_s1_p004	transid-2e97363f63f560b9-001669130662516	like developer?	48497	49688	Speaker0	a73b4r3y	r02
a73b4r3y_r02_s1_p004	transid-16a0e83e2fad5919-001669130663567	Close.	50562	51320	Speaker1	a73b4r3y	r02
a73b4r3y_r02_s1_p004	transid-d8731ba8e8f238ba-001669130664358	Um.	51757	52716	Speaker0	a73b4r3y	r02
a73b4r3y_r02_s1_p004	transid-6f6585a02a0e60d1-001669130665103	Starts with a P.	55047	56358	Speaker1	a73b4r3y	r02
a73b4r3y_r02_s1_p004	transid-f0b806e2a4f882ce-001669130665828	Probably can't say that.	57253	58463	Speaker1	a73b4r3y	r02
a73b4r3y_r02_s1_p004	transid-f5961b66d95c3b8e-001669130666585	Hm.	57577	58435	Speaker0	a73b4r3y	r02
a73b4r3y_r02_s1_p004	transid-644f5338780c7bff-001669130668109	Um.	59397	60305	Speaker0	a73b4r3y	r02
a73b4r3y_r02_s1_p004	transid-ac092b4b95792608-001669130668461	Computer program?	61068	62894	Speaker0	a73b4r3y	r02
a73b4r3y_r02_s1_p004	transid-fcb35a00778c64fc-001669130668770		61285	62815	Speaker1	a73b4r3y	r02
a73b4r3y_r02_s1_p004	transid-0ad00b710832b4ed-001669130669118	Yes.	63301	63810	Speaker1	a73b4r3y	r02
a73b4r3y_r02_s1_p004	transid-330beb1fa20ed4ff-001669130669508	Okay.	63680	64265	Speaker0	a73b4r3y	r02
a73b4r3y_r02_s1_p006	transid-acaa3bdbf6577b97-001669192054631	Um.	1270	2040	Speaker1	a73b4r3y	r02
a73b4r3y_r02_s1_p006	transid-7304b1fbf062b708-001669192054830	This is um	2550	4680	Speaker1	a73b4r3y	r02
a73b4r3y_r02_s1_p006	transid-122ff716d0a2940b-001669192055225	It's like a figure	5426	8021	Speaker1	a73b4r3y	r02
a73b4r3y_r02_s1_p006	transid-7c99de863dab7a63-001669192055695	that that has like the halo over the head.	9400	12285	Speaker1	a73b4r3y	r02
a73b4r3y_r02_s1_p006	transid-94db82ff64f1206a-001669192055965	Angel?	12119	12779	Speaker0	a73b4r3y	r02
a73b4r3y_r02_s1_p006	transid-6da461b667b2808d-001669192056317	Yes.	13169	13814	Speaker1	a73b4r3y	r02
a73b4r3y_r02_s1_p008	transid-4a5122a34c61c8a0-001668786516739	"Okay, this would be uh something that you put in your car to let it make it drive uh."	1215	7890	Speaker0	a73b4r3y	r02
a73b4r3y_r02_s1_p008	transid-558ca6d89e39e7ed-001668786517894	Uh.	8737	9515	Speaker1	a73b4r3y	r02
a73b4r3y_r02_s1_p008	transid-11175ec28d040917-001668786518371	Uh.	8904	9570	Speaker0	a73b4r3y	r02
a73b4r3y_r02_s1_p008	transid-ba7ada9170398189-001668786518713	"Engine? Oh, gas."	9809	11013	Speaker1	a73b4r3y	r02
a73b4r3y_r02_s1_p008	transid-52e992436c3c569b-001668786519606	Yeah.	12299	12814	Speaker0	a73b4r3y	r02
a73b4r3y_r02_s1_p009	transid-834ed6a85b0deff0-001669731796896	"Okay. Uh, this is a bird"	0	2822	Speaker0	a73b4r3y	r02
a73b4r3y_r02_s1_p009	transid-742b91214d4be7e8-001669731797547	that has	3175	3992	Speaker0	a73b4r3y	r02
a73b4r3y_r02_s1_p009	transid-5f77880c768d2fe1-001669731797886	oh I can see it like um	4465	6130	Speaker0	a73b4r3y	r02
a73b4r3y_r02_s1_p009	transid-8fb852bb3630e681-001669731798121	He's got eight	7250	8700	Speaker0	a73b4r3y	r02
a73b4r3y_r02_s1_p009	transid-17dff745e91e0a7a-001669731798351		9087	10314	Speaker0	a73b4r3y	r02
a73b4r3y_r02_s1_p009	transid-63f488e7f203ddbd-001669731798938	Isn't it a spider?	9150	11002	Speaker1	a73b4r3y	r02
a73b4r3y_r02_s1_p009	transid-fa1a3c23d9b18e9d-001669731799421	Yes.	11365	11870	Speaker0	a73b4r3y	r02
a73b4r3y_r02_s1_p010	transid-1d247409c9a585c3-001669714357138	Okay. This is something I guess that they 	2020	5475	Speaker0	a73b4r3y	r02
a73b4r3y_r02_s1_p010	transid-3370c933012a099b-001669714357381	you can put on a pizza but nobody ever really does yes	5975	11035	Speaker0	a73b4r3y	r02
a73b4r3y_r02_s1_p010	transid-3370c933012a0638-001669714357810	Anchovies? 	8460	9140	Speaker1	a73b4r3y	r02
a73b4r3y_r03_s1_p000	transid-87fb5388a11d2e51-001669646756885	"Okay. So, um"	1925	4380	Speaker0	a73b4r3y	r03
a73b4r3y_r03_s1_p000	transid-d6102ffa49e2acff-001669646757397	uh	6668	7295	Speaker0	a73b4r3y	r03
a73b4r3y_r03_s1_p000	transid-46bdde64d4f443d6-001669646757975	it's next uh next the next the next 30s or so days.	7608	13603	Speaker0	a73b4r3y	r03
a73b4r3y_r03_s1_p000	transid-97602b1d06146457-001669646759347	Uh.	14175	14753	Speaker0	a73b4r3y	r03
a73b4r3y_r03_s1_p000	transid-f6bc7b942c7d89ef-001669646759842		14505	15093	Speaker1	a73b4r3y	r03
a73b4r3y_r03_s1_p000	transid-a5de54b1621ccdb6-001669646760695	Yes.	15300	15998	Speaker0	a73b4r3y	r03
a73b4r3y_r03_s1_p001	transid-b50c2b24ea7c41bd-001669628470771	"I just almost said the word. Okay, um,"	300	2933	Speaker1	a73b4r3y	r03
a73b4r3y_r03_s1_p001	transid-c72d79637e61d710-001669628471668	"okay. So, this"	3362	5645	Speaker1	a73b4r3y	r03
a73b4r3y_r03_s1_p001	transid-39d40c5952bb767a-001669628472261	comes out of speakers. And also	6385	11030	Speaker1	a73b4r3y	r03
a73b4r3y_r03_s1_p001	transid-cfbd875371f05025-001669628472983	people's mouths.	11875	13500	Speaker1	a73b4r3y	r03
a73b4r3y_r03_s1_p001	transid-11eb51ac3b561545-001669628473588	Voi- voice	13085	14700	Speaker0	a73b4r3y	r03
a73b4r3y_r03_s1_p001	transid-0e59ff47ddb7f7c7-001669628474405	"Um,"	14535	15430	Speaker1	a73b4r3y	r03
a73b4r3y_r03_s1_p001	transid-4a2feb1618884f81-001669628474992		15174	16775	Speaker0	a73b4r3y	r03
a73b4r3y_r03_s1_p001	transid-9b578b9b9b4c493c-001669628475240	"it's more general. Like, it could also be, like,"	16790	20165	Speaker1	a73b4r3y	r03
a73b4r3y_r03_s1_p001	transid-65930c493831a52f-001669628475531	"hitting something hard against something else, and then it does it makes something, uh, close."	20879	27535	Speaker1	a73b4r3y	r03
a73b4r3y_r03_s1_p001	transid-4a2feb1618884a49-001669628475777	"Uh,"	21285	22745	Speaker0	a73b4r3y	r03
a73b4r3y_r03_s1_p001	transid-9b578b9b9b4c4887-001669628476020	a noise?	25465	26635	Speaker0	a73b4r3y	r03
a73b4r3y_r03_s1_p001	transid-65ea7d744b622a81-001669628476502	Noise.	28892	29700	Speaker1	a73b4r3y	r03
a73b4r3y_r03_s1_p001	transid-c003ae5eb7537b9f-001669628477104	"Uh, sound?"	29300	30830	Speaker0	a73b4r3y	r03
a73b4r3y_r03_s1_p001	transid-c003ae5eb753778e-001669628477448	Yes.	30470	31337	Speaker1	a73b4r3y	r03
a73b4r3y_r03_s1_p002	transid-cad96717f1de107a-001669309856468	Um okay. This person um	1025	5535	Speaker1	a73b4r3y	r03
a73b4r3y_r03_s1_p002	transid-66c4951e76be51d4-001669309857135	sank down in the ocean and Rose just couldn't hold on anymore.	6945	12569	Speaker1	a73b4r3y	r03
a73b4r3y_r03_s1_p002	transid-ccf7587e6eacfaa1-001669309858194	Oh uh	13848	15108	Speaker0	a73b4r3y	r03
a73b4r3y_r03_s1_p002	transid-1914b8ca46cf3c38-001669309858766	What has his name? uh	16024	17664	Speaker0	a73b4r3y	r03
a73b4r3y_r03_s1_p002	transid-9b3fa2d7fd6ba988-001669309859094	It's Leonardo DiCaprio but uh Okay. 	18973	22000	Speaker0	a73b4r3y	r03
a73b4r3y_r03_s1_p002	transid-cad96717f1de1dc3-001669309859706	"Yes, that's it."	19978	21778	Speaker1	a73b4r3y	r03
a73b4r3y_r03_s1_p003	transid-f4d6fdd73aa47568-001669292951687	Okay this is the longest body of water and	0	6520	Speaker1	a73b4r3y	r03
a73b4r3y_r03_s1_p003	transid-44da8d8ff230d634-001669292951933	the Amazon	7180	8180	Speaker0	a73b4r3y	r03
a73b4r3y_r03_s1_p003	transid-5d7fd9c01bf1a09d-001669292952496	the next one	8695	9970	Speaker1	a73b4r3y	r03
a73b4r3y_r03_s1_p003	transid-99a97e31250f5f50-001669292952986	oh the Nile	10155	10905	Speaker0	a73b4r3y	r03
a73b4r3y_r03_s1_p003	transid-5d7fd9c01bf1aaf7-001669292953302	yeah	10900	11385	Speaker1	a73b4r3y	r03
a73b4r3y_r03_s1_p003	transid-f230388aa0bbe9b1-001669292953859	okay	11660	11955	Speaker1	a73b4r3y	r03
a73b4r3y_r03_s1_p004	transid-622a2c83602ad4a5-001669229871873	"I didn't say any of those. Okay. Um, "	0	1870	Speaker0	a73b4r3y	r03
a73b4r3y_r03_s1_p004	transid-56643bfa7b45d4c8-001669229872547	Okay.	1400	2015	Speaker1	a73b4r3y	r03
a73b4r3y_r03_s1_p004	transid-57c0333dae5fd523-001669229872866	"okay, so this is, like, a subject in school. And it's with um,"	2260	8570	Speaker0	a73b4r3y	r03
a73b4r3y_r03_s1_p004	transid-2addbb260d66f079-001669229874186	"uh, it"	9595	11050	Speaker0	a73b4r3y	r03
a73b4r3y_r03_s1_p004	transid-34b893970698cd44-001669229874719	"oh, shoot. I can't um, it's like with it's the opposite of the one that"	11430	16900	Speaker0	a73b4r3y	r03
a73b4r3y_r03_s1_p004	transid-43aa4c18fb4d7ebe-001669229874961	"the class you could take that's like, measuring um, shapes. It's, like, the opposite of that. Um, you know what I mean? "	17470	25315	Speaker0	a73b4r3y	r03
a73b4r3y_r03_s1_p004	transid-51cc47c312604d91-001669229875561	Math?	25865	26865	Speaker1	a73b4r3y	r03
a73b4r3y_r03_s1_p004	transid-68a1cbd312a01cc8-001669229875958	"Um, yeah. It's a form of."	26630	28466	Speaker0	a73b4r3y	r03
a73b4r3y_r03_s1_p004	transid-b1065796fa71a99a-001669229876527	"Uh, yeah."	28882	30386	Speaker0	a73b4r3y	r03
a73b4r3y_r03_s1_p004	transid-c69eebb3e05773cc-001669229876770	Algebra?	29537	30537	Speaker1	a73b4r3y	r03
a73b4r3y_r03_s1_p004	transid-1e15df75ec1855bb-001669229877481	Okay.	30872	31200	Speaker1	a73b4r3y	r03
a73b4r3y_r03_s1_p004	transid-e6652c5bed92a0be-001669229878055	I wanted to say	31240	32000	Speaker0	a73b4r3y	r03
a73b4r3y_r03_s1_p005	transid-be55819f822ad32d-001669214259696	"is opposite of geometry, but I couldn't say any of that. Um okay, so this is Ouh! Um the things that we use to power"	5	10615	Speaker0	a73b4r3y	r03
a73b4r3y_r03_s1_p005	transid-03b001448b67b072-001669214260006	"Oh, okay."	1414	1985	Speaker1	a73b4r3y	r03
a73b4r3y_r03_s1_p005	transid-f2b330ef1e6992e1-001669214260209	"um like flashlights and whatever. um Yeah, like, what are they, like, made of?"	10960	17950	Speaker0	a73b4r3y	r03
a73b4r3y_r03_s1_p005	transid-26d4df360376d083-001669214260505	Batteries?	14315	15260	Speaker1	a73b4r3y	r03
a73b4r3y_r03_s1_p005	transid-3ce4423f05a8d6ab-001669214260794	Lithium?	18200	18940	Speaker1	a73b4r3y	r03
a73b4r3y_r03_s1_p005	transid-570f529598038caa-001669214261077	Yes.	18780	19595	Speaker0	a73b4r3y	r03
a73b4r3y_r03_s1_p007	transid-0c714bc1f2b72034-001669208410551	Skip.	0	439	Speaker1	a73b4r3y	r03
a73b4r3y_r03_s1_p007	transid-7b6de4f30df5a7e8-001669208411257	"Okay. So, this guy is"	2435	4614	Speaker1	a73b4r3y	r03
a73b4r3y_r03_s1_p007	transid-43d12c08546dc514-001669208411659	"pretty famous. His entire family is. And everyone thinks he's so cute. Uh, but he has sort of like an accent, but nobody else in his family does. He has a bunch of brothers. "	5225	16346	Speaker1	a73b4r3y	r03
